text,label
"The service was terrible, and the staff were not helpful.",negative
"The product is well-made and exceeded my expectations.",positive
"The delivery was late, and the product was in poor condition.",negative
"The experience was fantastic, I will definitely be using this service again.",positive
"The product is cheaply made and not worth the price.",negative
"The customer service was excellent, they resolved my issue immediately.",positive
"The product broke after minimal use, very disappointing.",negative
"The food was amazing, best dining experience I've had in a long time.",positive
"The product did not perform as expected, very poor quality.",negative
"The app is fast, responsive, and a joy to use.",positive
"The service was abysmal, I won't be returning.",negative
"The product is durable and performs exceptionally well.",positive
"The delivery was delayed, and the product was damaged upon arrival.",negative
"The overall experience was wonderful, I highly recommend it.",positive
"The product is poorly constructed and doesn't last long.",negative
"The customer service was outstanding, they resolved my issue quickly.",positive
"The product malfunctioned within a few days, very disappointing.",negative
"The food was excellent, and the service was fast and efficient.",positive
"The product arrived broken and was missing parts.",negative
"The app is incredibly easy to use and has a beautiful design.",positive
"The service was slow, and the staff were rude.",negative
"The product is very well-built and offers great value for money.",positive
"The delivery took too long, and the product was damaged.",negative
"The experience exceeded all my expectations, highly recommended.",positive
"The product is of low quality and broke after a short time.",negative
"The customer support was very helpful and resolved my issue right away.",positive
"The product stopped working after just a few uses, very frustrating.",negative
"The food was delicious, and the portions were generous.",positive
"The product did not work as advertised, very disappointing.",negative
"The app is well-designed and very easy to use.",positive
"The service was terrible, and the food was cold.",negative
"The product is well-made and exceeded my expectations.",positive
"The delivery was delayed, and the product arrived damaged.",negative
"The overall experience was amazing, I will definitely recommend this service.",positive
"The product is cheaply made and not worth the price.",negative
"The customer service was excellent, they resolved my issue promptly.",positive
"The product malfunctioned shortly after I started using it.",negative
"The food was outstanding, best meal I've had in years.",positive
"The product did not perform as advertised, very poor quality.",negative
"The app is incredibly user-friendly and works seamlessly.",positive
"The service was terrible, I had to wait forever for my food.",negative
"The product is durable and exceeded my expectations.",positive
"The delivery was delayed, and the product was not as described.",negative
"The overall experience was wonderful, I highly recommend it.",positive
"The product is poorly made and fell apart quickly.",negative
"The customer service was outstanding, they went above and beyond.",positive
"The product broke after minimal use, very disappointing.",negative
"The food was delicious, and the service was top-notch.",positive
"The product arrived damaged, very frustrating.",negative
"The app is incredibly intuitive and makes everything easier.",positive
"The service was slow, and the staff were unprofessional.",negative
"The product is sturdy and well-made, very happy with my purchase.",positive
"The delivery took too long, and the product was damaged.",negative
"The experience was fantastic, I will definitely recommend this.",positive
"The product is of very low quality, not worth the money.",negative
"The customer support was very responsive and resolved my issue quickly.",positive
"The product broke after just a few uses, very disappointing.",negative
"The food was excellent, and the service was fast and friendly.",positive
"The product malfunctioned shortly after I started using it, very disappointing.",negative
"The app is incredibly well-designed and functions flawlessly.",positive
"The service was extremely slow, and the staff were not attentive.",negative
"The product is of exceptional quality and worth every penny.",positive
"The delivery was delayed, and the product arrived damaged.",negative
"The experience was fantastic, I will definitely use this service again.",positive
"The product doesn't live up to the hype, very disappointing.",negative
"The customer support team was very helpful and knowledgeable.",positive
"The product arrived with scratches and dents, very unhappy.",negative
